,title,genres,tmdb_id
5619,Candyman 3: Day of the Dead (1999),Horror,12485
5620,"Batman/Superman Movie, The (1998)",Action|Adventure|Animation|Children|Fantasy|Sci-Fi,17074
5621,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,18491
5622,Style Wars (1983),Documentary,29587
5623,In July (Im Juli) (2000),Comedy|Romance,3716
5624,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Adventure|Animation|Children|Fantasy,21348
5625,Taxi 2 (2000),Action|Comedy,2332
5626,If These Walls Could Talk 2 (2000),Drama|Romance,28031
5627,"10th Kingdom, The (2000)",Adventure|Comedy|Fantasy,110147
5628,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama,43423
5629,2046 (2004),Drama|Fantasy|Romance|Sci-Fi,844
5630,Bartleby (2001),Comedy|Drama,53048
5631,Batman Beyond: Return of the Joker (2000),Action|Animation|Crime|Sci-Fi|Thriller,16234
5632,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller,11075
5633,"Nine Lives of Tomas Katz, The (2000)",Comedy|Drama|Fantasy,16171
5634,Monday (2000),Action|Comedy|Crime|Fantasy|Thriller,36246
5635,Paradise Lost 2: Revelations (2000),Documentary,17208
5636,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),Adventure|Comedy|Fantasy,2899
5637,Daria: Is It Fall Yet? (2000),Animation|Comedy,44756
5638,Late Night Shopping (2001),Comedy,18088
5639,61* (2001),Drama,20536
5640,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,2440
5641,Ripley's Game (2002),Drama|Thriller,10955
5642,Jalla! Jalla! (2000),Comedy|Drama|Romance,10978
5643,Teknolust (2002),Comedy|Drama|Romance|Sci-Fi,81540
5644,"Accidental Spy, The (Dak miu mai shing) (2001)",Action|Comedy|Thriller,11847
5645,Darkness (2002),Horror|Mystery,11056
5646,Blood: The Last Vampire (2000),Action|Animation|Horror,919
5647,Blueberry (2004),Adventure|Western,10046
5648,American Psycho II: All American Girl (2002),Comedy|Crime|Horror|Mystery|Thriller,10726
5649,Ali G Indahouse (2002),Comedy,9298
5650,Dead or Alive 2: Tôbôsha (2000),Action|Crime|Thriller,13899
5651,Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi,437
5652,Pulse (Kairo) (2001),Horror|Mystery|Thriller,27324
5653,Dog Days (Hundstage) (2001),Drama,9025
5654,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance,11178
5655,Nothing (2003),Comedy|Fantasy|Mystery|Sci-Fi,10981
5656,Undertaking Betty (Plots with a View) (2002),Comedy|Romance,10918
5657,Dead or Alive: Final (2002),Comedy|Crime|Drama|Sci-Fi|Thriller,36222
5658,Fubar (2002),Comedy,13984
5659,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",Comedy|Horror|Musical,16184
5660,Dead End (2003),Comedy|Horror|Mystery|Thriller,11427
5661,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama,4689
5662,Jesus Christ Vampire Hunter (2001),Action|Comedy|Horror|Musical,16209
5663,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller,12720
5664,Battlestar Galactica (2003),Drama|Sci-Fi|War,206216
5665,"Sound of Thunder, A (2005)",Action|Adventure|Drama|Sci-Fi|Thriller,10077
5666,"Lion King 1½, The (2004)",Adventure|Animation|Children|Comedy,11430
5667,Oasis (2002),Drama|Romance,26955
5668,Remember Me (Ricordati di me) (2003),Comedy|Drama|Romance,38970
5669,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,55931
5670,"Brown Bunny, The (2003)",Drama,12703
5671,Ju-on: The Curse (2000),Horror,32250
5672,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller,9282
5673,Tremors 4: The Legend Begins (2004),Action|Comedy|Horror|Sci-Fi|Thriller|Western,10891
5674,Bring It On Again (2004),Comedy,12540
5675,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller,60672
5676,And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War,24241
5677,Nicotina (2003),Action|Comedy|Drama,11556
5678,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War,3177
5679,In Hell (2003),Action|Drama|Thriller,19277
5680,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,11774
5681,Helen of Troy (2003),Action|Adventure|Drama|Romance,19341
5682,"Green Butchers, The (Grønne slagtere, De) (2003)",Comedy|Crime|Drama|Romance,4972
5683,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War,2841
5684,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance,11606
5685,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller,12140
5686,"Cat Returns, The (Neko no ongaeshi) (2002)",Adventure|Animation|Children|Fantasy,15370
5687,"Twilight Samurai, The (Tasogare Seibei) (2002)",Drama|Romance,12496
5688,"Facing Windows (Finestra di fronte, La) (2003)",Drama|Romance,29987
5689,Ginger Snaps: Unleashed (2004),Horror|Thriller,10361
5690,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller,36763
5691,Comic Book: The Movie (2004),Comedy,25757
5692,Intimate Strangers (Confidences trop intimes) (2004),Drama,21200
5693,Down to the Bone (2004),Drama,40876
5694,Ju-on: The Grudge (2002),Horror,11838
5695,Old Boy (2003),Mystery|Thriller,670
5696,Red Lights (Feux rouges) (2004),Drama,25500
5697,Ginger Snaps Back: The Beginning (2004),Fantasy|Horror,12583
5698,One Missed Call (Chakushin ari) (2003),Horror|Mystery,9694
5699,"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller,9667
5700,Millions (2004),Children|Comedy|Crime|Drama|Fantasy,13373
5701,Starship Troopers 2: Hero of the Federation (2004),Action|Horror|Sci-Fi|War,10304
5702,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller,9316
5703,Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller,11647
5704,"Sea Inside, The (Mar adentro) (2004)",Drama,1913
5705,Spanglish (2004),Comedy|Drama|Romance,2539
5706,"Chorus, The (Choristes, Les) (2004)",Drama,5528
5707,Saints and Soldiers (2003),Action|Adventure|Drama|War,10105
5708,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",Documentary|Drama,1114
5709,"Interpreter, The (2005)",Drama|Thriller,179
5710,Open Water (2003),Drama|Thriller,83
5711,Touch of Pink (2004),Comedy|Drama|Romance,55177
5712,Slasher (2004),Documentary,26766
5713,"Bobby Jones, Stroke of Genius (2004)",Drama,24747
5714,Layer Cake (2004),Crime|Drama|Thriller,4836
5715,"Return, The (Vozvrashcheniye) (2003)",Drama,11190
5716,Flight of the Phoenix (2004),Action|Adventure,11866
5717,Mean Creek (2004),Drama|Thriller,12281
5718,"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller,10320
5719,"Corporation, The (2003)",Documentary,11420
5720,"Yes Men, The (2003)",Documentary,3396
5721,Azumi (2003),Action|Adventure|Drama|Thriller,5889
5722,In My Father's Den (2004),Drama,1126
5723,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War,11658
5724,Metallica: Some Kind of Monster (2004),Documentary,11401
5725,Born into Brothels (2004),Documentary,1392
5726,DiG! (2004),Documentary,1843
5727,Riding Giants (2004),Documentary,291
5728,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy|Documentary|Drama,8357
5729,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller,3509
5730,Casshern (2004),Action|Drama|Fantasy|Sci-Fi,11662
5731,Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary,13372
5732,Million Dollar Baby (2004),Drama,70
5733,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery,12487
5734,Hotel Rwanda (2004),Drama|War,205
5735,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,118
5736,3-Iron (Bin-jip) (2004),Drama|Romance,1280
5737,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy,421
5738,"Aviator, The (2004)",Drama,2567
5739,"Phantom of the Opera, The (2004)",Drama|Musical|Romance,9833
5740,Beyond the Sea (2004),Drama|Musical,6478
5741,"Woodsman, The (2004)",Drama,9692
5742,In Good Company (2004),Comedy|Drama,1901
5743,Meet the Fockers (2004),Comedy,693
5744,"Assassination of Richard Nixon, The (2004)",Crime|Drama|Thriller,842
5745,"Love Song for Bobby Long, A (2004)",Drama,9953
5746,"Merchant of Venice, The (2004)",Drama,11162
5747,Fat Albert (2004),Comedy|Fantasy,15045
5748,"Keys to the House, The (Chiavi di casa, Le) (2004)",Drama,42420
5749,In the Realms of the Unreal (2004),Animation|Documentary,1853
5750,White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller,11804
5751,"Upside of Anger, The (2005)",Comedy|Drama|Romance,11354
5752,Little Miss Marker (1980),Comedy|Drama,47876
5753,Sweet Liberty (1986),Comedy,66600
5754,I Remember Mama (1948),Children|Drama,43442
5755,Smooth Talk (1985),Drama|Romance,33766
5756,Out Cold (1989),Comedy|Thriller,120328
5757,Man Trouble (1992),Comedy|Romance,39472
5758,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),Crime|Drama,34326
5759,Stander (2003),Action|Crime|Drama,18927
5760,Imaginary Heroes (2004),Comedy|Drama,25350
5761,Sergeant York (1941),Drama|War,16442
5762,Ruby & Quentin (Tais-toi!) (2003),Comedy|Crime,7229
5763,Wizards (1977),Animation|Fantasy|Sci-Fi|War,16220
5764,"Life and Death of Peter Sellers, The (2004)",Comedy|Drama,10609
5765,Appleseed (Appurushîdo) (2004),Action|Animation|Fantasy|Sci-Fi,11633
5766,"Many Adventures of Winnie the Pooh, The (1977)",Animation|Children|Musical,13716
5767,Elektra (2005),Action|Adventure|Crime|Drama,9947
5768,Racing Stripes (2005),Children|Comedy,6439
5769,Coach Carter (2005),Drama,7214
5770,Boys Town (1938),Drama,42390
5771,Gold Diggers of 1935 (1935),Comedy|Musical,43892
5772,Rocco and His Brothers (Rocco e i suoi fratelli) (1960),Crime|Drama,8422
5773,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller,11423
5774,"Chase, The (1994)",Action|Adventure|Comedy|Crime|Romance|Thriller,10694
5775,"Downfall (Untergang, Der) (2004)",Drama|War,613
5776,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,8978
5777,Are We There Yet? (2005),Children|Comedy,11637
5778,Alone in the Dark (2005),Action|Horror|Sci-Fi|Thriller,12142
5779,Hide and Seek (2005),Horror|Mystery|Thriller,11096
5780,Boogeyman (2005),Drama|Horror|Mystery|Thriller,8968
5781,"Wedding Date, The (2005)",Comedy|Romance,6961
5782,Rory O'Shea Was Here (Inside I'm Dancing) (2004),Drama,31165
5783,Nobody Knows (Dare mo shiranai) (2004),Drama,2517
5784,Employee of the Month (2004),Comedy|Drama,11413
5785,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",Drama,661
5786,"Trou, Le (Hole, The) (Night Watch, The) (1960)",Crime|Film-Noir,29259
5787,Double Dragon (1994),Action|Adventure|Sci-Fi,2436
5788,Hands Off the Loot (Touchez pas au grisbi) (1954),Crime|Drama|Thriller,27430
5789,Purple Butterfly (Zi hudie) (2003),Drama,34561
5790,El Cid (1961),Action|Adventure|Drama|Romance|War,16638
5791,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,4935
5792,Steamboy (Suchîmubôi) (2004),Action|Animation|Drama|Sci-Fi,8953
5793,Gorgeous (Boh lee chun) (1999),Action|Comedy|Romance,10951
5794,Hitch (2005),Comedy|Romance,8488
5795,Uncle Nino (2003),Comedy,32588
5796,Bride & Prejudice (2004),Comedy|Musical|Romance,57825
5797,Constantine (2005),Action|Fantasy|Horror|Thriller,561
5798,Son of the Mask (2005),Adventure|Children|Comedy|Fantasy,10214
5799,Because of Winn-Dixie (2005),Children|Comedy|Drama,17880
5800,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),Drama|War,8340
5801,Bunny Lake Is Missing (1965),Mystery|Thriller,1942
5802,Night Watch (Nochnoy dozor) (2004),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,3040
5803,Sons of the Desert (1933),Comedy,43128
5804,Man of the House (2005),Action|Comedy,13498
5805,Kung Fu Hustle (Gong fu) (2004),Action|Comedy,9470
5806,Zelary (2003),Drama|Romance,19765
5807,Dr. Giggles (1992),Comedy|Horror,37527
5808,"Seven-Per-Cent Solution, The (1976)",Adventure|Comedy|Crime|Drama|Mystery|Thriller,29578
5809,"Three Musketeers, The (1973)",Action|Adventure|Comedy,2926
5810,Royal Flash (1975),Adventure|Comedy|Romance,54302
5811,Control (Kontroll) (2003),Comedy|Crime|Drama|Mystery,5204
5812,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),Drama|War,8016
5813,Tyler Perry's Diary of a Mad Black Woman (2005),Comedy|Drama|Romance,16186
5814,Cursed (2005),Horror|Thriller,10012
5815,"Pacifier, The (2005)",Action|Comedy,10022
5816,Be Cool (2005),Comedy|Crime|Musical,4551
5817,Gunner Palace (2004),Documentary|War,30856
5818,Hostage (2005),Action|Crime|Drama|Thriller,2026
5819,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,9928
5820,Class Action (1991),Drama,15771
5821,"Cat and the Canary, The (1927)",Horror|Mystery,76804
5822,"Oh, God! You Devil (1984)",Comedy,38148
5823,"Agony and the Ecstasy, The (1965)",Drama,36815
5824,Twentieth Century (1934),Comedy,31835
5825,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller,1093
5826,Cube Zero (2004),Horror|Mystery|Sci-Fi|Thriller,438
5827,Julia (1977),Drama,42222
5828,Stealing Rembrandt (Rembrandt) (2003),Action|Comedy|Crime,11196
5829,Ice Princess (2005),Children|Comedy|Drama,13374
5830,Melinda and Melinda (2004),Comedy|Drama,9688
5831,Milk and Honey (2003),Drama,228890
5832,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime,10040
5833,Guess Who (2005),Comedy|Romance,11638
5834,D.E.B.S. (2004),Action|Comedy,540
5835,"League of Ordinary Gentlemen, A (2004)",Documentary,77120
5836,Incident at Loch Ness (2004),Adventure|Comedy|Documentary,48463
5837,Call Northside 777 (1948),Crime|Drama|Film-Noir,26038
5838,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",Action|Drama,19884
5839,800 Bullets (800 Balas) (2002),Comedy|Crime|Drama|Western,37748
5840,If Looks Could Kill (1991),Action|Comedy,22434
5841,Greedy (1994),Comedy,12778
5842,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",Animation|Comedy|Drama|Fantasy,15283
5843,Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama,158
5844,We're No Angels (1955),Comedy|Crime|Drama,5996
5845,"Touch of Zen, A (Xia nu) (1971)",Action|Adventure,44154
5846,Walker (1987),Adventure|Drama|War|Western,28448
5847,Memories (Memorîzu) (1995),Animation|Fantasy|Sci-Fi|Thriller,42994
5848,"Wild Parrots of Telegraph Hill, The (2003)",Documentary,17592
5849,"Ballad of Jack and Rose, The (2005)",Drama,17113
5850,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,187
5851,Beauty Shop (2005),Comedy,14177
5852,Sahara (2005),Action|Adventure|Comedy,7364
5853,Fever Pitch (2005),Comedy|Romance,11431
5854,Eros (2004),Drama,862
5855,Not on the Lips (Pas sur la bouche) (2003),Comedy|Musical|Romance,51945
5856,Electra Glide in Blue (1973),Action|Crime,26332
5857,"Special Day, A (Giornata particolare, Una) (1977)",Drama|War,42229
5858,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",Animation|Drama,49565
5859,Tanguy (2001),Comedy,2029
5860,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),Comedy,44181
5861,"Little Girl Who Lives Down the Lane, The (1976)",Drama|Mystery|Thriller,19971
5862,Ringu 0: Bâsudei (2000),Drama|Horror|Thriller,9674
5863,Brothers (Brødre) (2004),Drama,3875
5864,Maidens in Uniform (Mädchen in Uniform) (1931),Drama|Romance,9653
5865,With Six You Get Eggroll (1968),Comedy|Romance,39225
5866,Holiday (Jour de fête) (1949),Comedy,4595
5867,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),Drama|War,31442
5868,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",Action|Adventure|Fantasy|Sci-Fi,775
5869,"Ascent, The (Voskhozhdeniye) (1977)",Drama|War,50183
5870,Carrie (2002),Drama|Horror|Thriller,7342
5871,Boccaccio '70 (1962),Comedy|Fantasy|Romance,45267
5872,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,7453
5873,"Amityville Horror, The (2005)",Horror|Thriller,10065
5874,Mutant Aliens (2001),Animation|Comedy|Sci-Fi,30863
5875,Before the Fall (NaPolA - Elite für den Führer) (2004),Drama|War,9393
5876,"Frisco Kid, The (1979)",Comedy|Western,16972
5877,State Property 2 (2005),Action|Crime|Drama,13409
5878,Palindromes (2004),Adventure|Comedy|Drama,13073
5879,"Lot Like Love, A (2005)",Comedy|Drama|Romance,8976
5880,King's Ransom (2005),Comedy|Crime,27360
5881,Enron: The Smartest Guys in the Room (2005),Documentary,13020
5882,xXx: State of the Union (2005),Action|Crime|Thriller,11679
5883,Kingdom of Heaven (2005),Action|Drama|Romance|War,1495
5884,House of Wax (2005),Horror|Thriller,10066
5885,Crash (2004),Crime|Drama,1640
5886,Mysterious Skin (2004),Drama|Mystery,11171
5887,Mischief (1985),Comedy|Romance,14750
5888,Between Your Legs (Entre las piernas) (1999),Drama|Mystery|Romance|Thriller,53116
5889,San Francisco (1936),Drama|Musical|Romance,43881
5890,Vampire Hunter D (1985),Animation|Fantasy|Horror,9463
5891,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",Drama|Romance,26810
5892,"Cocoanuts, The (1929)",Comedy|Musical,20625
5893,Dear Wendy (2005),Drama,10913
5894,Los Angeles Plays Itself (2003),Documentary,38643
5895,Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller,10027
5896,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,1895
5897,Kicking & Screaming (2005),Comedy,9981
5898,Monster-in-Law (2005),Comedy|Romance,4379
5899,"Snow Walker, The (2003)",Adventure|Drama,14694
5900,Divorce - Italian Style (Divorzio all'italiana) (1961),Comedy,20271
5901,Madagascar (2005),Adventure|Animation|Children|Comedy,953
5902,Airborne (1993),Adventure|Comedy,13064
5903,Mad Hot Ballroom (2005),Children|Documentary,14358
5904,Dominion: Prequel to the Exorcist (2005),Horror|Thriller,12700
5905,"Longest Yard, The (2005)",Comedy|Drama,9291
5906,Saving Face (2004),Comedy|Drama|Romance,19316
5907,Cinderella Man (2005),Drama|Romance,921
5908,"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama,9779
5909,Lords of Dogtown (2005),Action|Comedy|Drama,9787
5910,Rock School (2005),Documentary,23825
5911,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,787
5912,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action|Adventure|Children|Fantasy,14199
5913,High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller,10226
5914,It's All Gone Pete Tong (2004),Comedy|Drama|Musical,12109
5915,Eddie Izzard: Dress to Kill (1999),Comedy,13589
5916,Quo Vadis (1951),Drama|Romance,11620
5917,Batman Begins (2005),Action|Crime|IMAX,272
5918,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),Action|Adventure|Fantasy|Sci-Fi,15767
5919,"Perfect Man, The (2005)",Comedy|Drama|Romance,15648
5920,Saint Ralph (2004),Comedy|Drama,25248
5921,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance,11451
5922,Land of the Dead (2005),Action|Horror|Thriller,11683
5923,Bewitched (2005),Comedy|Fantasy|Romance,9722
5924,Rize (2005),Documentary,2287
5925,Me and You and Everyone We Know (2005),Comedy|Drama,1382
5926,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",Comedy|Crime|Thriller,9534
5927,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror,33908
5928,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance,276
5929,Cop and ½ (1993),Comedy,12574
5930,At the Circus (1939),Comedy|Musical,22553
5931,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,74
5932,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,1667
5933,Rebound (2005),Comedy,7233
5934,Dark Water (2005),Drama|Horror|Thriller,9009
5935,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama,1553
5936,Fantastic Four (2005),Action|Adventure|Sci-Fi,9738
5937,Murderball (2005),Documentary,14278
5938,Wedding Crashers (2005),Comedy|Romance,9522
5939,Happy Endings (2005),Comedy|Drama,14922
5940,Hustle & Flow (2005),Crime|Drama,10476
5941,Hardware (1990),Action|Horror|Sci-Fi,11309
5942,"Calcium Kid, The (2004)",Comedy,31063
5943,"Island, The (2005)",Action|Sci-Fi|Thriller,1635
5944,Bad News Bears (2005),Children|Comedy,13341
5945,"Devil's Rejects, The (2005)",Action|Crime|Horror,1696
5946,Last Days (2005),Drama,1665
5947,November (2004),Drama|Mystery,9775
5948,Sky High (2005),Action|Adventure|Children|Comedy,11459
5949,Stealth (2005),Action|Adventure|Sci-Fi|Thriller,10048
5950,Must Love Dogs (2005),Comedy|Romance,11648
5951,"Aristocrats, The (2005)",Comedy|Documentary,15258
5952,Georgy Girl (1966),Comedy,42719
5953,"Order, The (2001)",Action|Adventure|Drama|Thriller,37632
5954,Serenity (2005),Action|Adventure|Sci-Fi,16320
5955,Broken Flowers (2005),Comedy|Drama,308
5956,Miracles - Mr. Canton and Lady Rose (1989),Action|Comedy|Crime|Drama,25074
5957,"Browning Version, The (1951)",Drama,39946
5958,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy,6519
5959,The Chumscrubber (2005),Comedy|Drama,13919
5960,Junebug (2005),Comedy|Drama,1444
5961,Deuce Bigalow: European Gigolo (2005),Comedy,11453
5962,"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller,9913
5963,Four Brothers (2005),Action|Crime|Drama,8292
5964,The Great Raid (2005),Action|Drama|War,13922
5965,Pretty Persuasion (2005),Comedy|Drama,14166
5966,Grizzly Man (2005),Documentary,501
5967,Private Resort (1985),Comedy,17824
5968,Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller,11328
5969,Duma (2005),Adventure|Drama,15907
5970,Animal Farm (1954),Animation|Drama,11848
5971,"Teahouse of the August Moon, The (1956)",Comedy,43313
5972,"40-Year-Old Virgin, The (2005)",Comedy|Romance,6957
5973,Red Eye (2005),Horror|Thriller,11460
5974,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller,445
5975,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),Adventure|Children|Comedy|Fantasy,9564
5976,Kin-Dza-Dza! (1986),Comedy|Drama|Sci-Fi,20874
5977,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,14175
5978,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,4442
5979,"Baxter, The (2005)",Comedy|Drama|Romance,13169
5980,"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,9042
5981,"Constant Gardener, The (2005)",Drama|Thriller,1985
5982,Transporter 2 (2005),Action|Crime|Thriller,9335
5983,Just Like Heaven (2005),Comedy|Fantasy|Romance,9007
5984,Proof (2005),Drama,9777
5985,Lord of War (2005),Action|Crime|Drama|Thriller|War,1830
5986,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller,10092
5987,Everything Is Illuminated (2005),Comedy|Drama,340
5988,Thumbsucker (2005),Comedy|Drama,1546
5989,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy,65215
5990,Police Story 2 (Ging chaat goo si juk jaap) (1988),Action|Comedy|Crime|Thriller,10753
5991,New Police Story (Xin jing cha gu shi) (2004),Action|Crime|Drama,11636
5992,Go West (1940),Comedy|Musical|Western,22575
5993,Why We Fight (2005),Documentary,14286
5994,Doom (2005),Action|Horror|Sci-Fi,8814
5995,Domino (2005),Crime|Drama|Thriller,9923
5996,Waiting... (2005),Comedy,7553
5997,Aeon Flux (2005),Action|Sci-Fi,8202
5998,Frankenstein 90 (1984),Comedy|Horror|Romance,3118
5999,"Unfinished Life, An (2005)",Drama,1947
6000,"Man, The (2005)",Action|Comedy|Crime,9074
6001,Survive Style 5+ (2004),Fantasy|Mystery|Romance|Thriller,16133
6002,Woyzeck (1979),Drama,10319
6003,"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller,8643
6004,Flightplan (2005),Action|Drama|Thriller,9315
6005,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,3933
6006,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,8923
6007,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,59
6008,Oliver Twist (2005),Drama,257
6009,"Greatest Game Ever Played, The (2005)",Drama,15487
6010,Capote (2005),Crime|Drama,398
6011,Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,647
6012,Roll Bounce (2005),Comedy|Drama|Romance,14544
6013,Into the Blue (2005),Action|Adventure|Crime|Thriller,11968
6014,MirrorMask (2005),Adventure|Children|Drama|Fantasy,14517
6015,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,533
6016,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,5236
6017,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama,11344
6018,"Short Film About Love, A (Krótki film o milosci) (1988)",Drama|Romance,31056
6019,"All This, and Heaven Too (1940)",Drama|Romance,43807
6020,Darwin's Nightmare (2004),Documentary,10700
6021,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy,5471
6022,No Direction Home: Bob Dylan (2005),Documentary,19082
6023,Goal! The Dream Begins (Goal!) (2005),Drama,9763
6024,"Wraith, The (1986)",Action|Horror|Sci-Fi|Thriller,10017
6025,In Her Shoes (2005),Comedy|Drama,11931
6026,"Squid and the Whale, The (2005)",Comedy|Drama,10707
6027,Two for the Money (2005),Drama,9910
6028,Brokeback Mountain (2005),Drama|Romance,142
6029,Elizabethtown (2005),Comedy|Drama|Romance,9621
6030,North Country (2005),Drama,9701
6031,"Good Night, and Good Luck. (2005)",Crime|Drama,3291
6032,Dreamer: Inspired by a True Story (2005),Children|Drama,12920
6033,"Proposition, The (2005)",Crime|Drama|Western,16608
6034,"Fog, The (2005)",Action|Horror|Mystery|Thriller,791
6035,Shopgirl (2005),Comedy|Drama|Romance,2610
6036,Stay (2005),Thriller,8066
